"activity","address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","updateddate","zip","outcome","lon","lat"
"Dispatch Work Crew","500 N MONROE ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-29T20:10:21.000","2015-05-20T20:10:21.000","MIDTOWN-EDMONDSON","15-00336063","MD","O-WIP","2015-05-08T16:38:53.000","2015-05-04T11:20:00.000","21223",NA,-76.6472483,39.2938819
"Dispatch Work Crew","401 W REDWOOD ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-09T13:32:14.000","2015-04-30T13:32:14.000","DOWNTOWN","15-00277507","MD","CLOSED","2015-05-05T12:08:20.000","2015-04-13T12:00:00.000","21201",NA,-76.6213005,39.2884059
"Cityworks SR Comments","535 E 25TH ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-07-17T17:12:45.000","2015-08-07T17:12:45.000","EAST BALTIMORE MIDWAY","15-00565172","MD","CLOSED","2015-07-22T11:35:50.000","2015-07-21T18:24:52.000","21218","UPDATED",-76.6081898,39.3181568
NA,"520 W LOMBARD ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-27T17:38:36.000","2014-11-17T17:38:36.000","INNER HARBOR","14-00807599","MD","CLOSED","2014-12-09T12:49:40.000",NA,"21201",NA,-76.6229323,39.2875498
"Cityworks SR Comments","2503  FLEET ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-04T15:22:03.000","2015-02-25T15:22:03.000","CANTON","15-00081110","MD","CLOSED","2015-02-25T12:24:00.000","2015-02-04T15:45:36.000","21224","UPDATED",-76.5811798,39.284946
"Cityworks SR Comments","LOCH RAVEN BLVD &E 33RD ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-06T13:45:12.000","2014-11-27T13:45:12.000","BETTER WAVERLY","14-00837430","MD","O-WIP","2014-11-14T13:32:43.000","2014-11-06T14:08:24.000","21218","UPDATED",-76.5859898,39.3650581
"Dispatch Work Crew","W NORTHERN PKWY & NARCISSUS AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-17T18:31:28.000","2015-02-07T18:31:28.000","GLEN","15-00038700","MD","CLOSED","2015-03-17T12:07:16.000","2015-01-22T12:31:00.000","21215",NA,-76.6656161,39.3557104
"Dispatch Work Crew","ROCKSPRING RD & BRAMBLETON RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-15T01:56:47.000","2014-12-06T01:56:47.000","MOUNT WASHINGTON","14-00861784","MD","CLOSED","2014-12-05T11:49:20.000","2014-11-26T12:31:00.000","21209",NA,-80.0254269,35.974587
"Dispatch Work Crew","1100 W NORTH AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-13T09:35:59.000","2015-07-04T09:35:59.000","RESERVOIR HILL","15-00460212","MD","CLOSED","2015-06-17T18:45:47.000","2015-06-17T18:44:00.000","21217",NA,-76.63624,39.310589
"Cityworks SR Comments","128 S EXETER ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-04T11:59:50.000","2015-03-25T11:59:50.000","JONESTOWN","15-00165359","MD","CLOSED","2015-04-02T12:54:02.000","2015-03-04T14:41:49.000","21202","UPDATED",-76.602002,39.2882797
"Dispatch Work Crew","PENNSYLVANIA AVE & LAURENS ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-01T23:03:55.000","2015-05-22T23:03:55.000","UPTON","15-00342411","MD","CLOSED","2015-06-05T13:28:53.000","2015-05-07T11:30:00.000","21217",NA,-81.5936382,38.3845797
"Dispatch Work Crew","ANNAPOLIS RD & MD 295 S, BALTIMORE, MD,","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-27T13:21:56.000","2015-07-18T13:21:56.000","LAKELAND","15-00503552","MD","CLOSED","2015-06-30T19:17:05.000","2015-06-30T19:16:00.000","21230",NA,-76.8261738,38.9586401
"Cityworks SR Comments","4000  HILLEN RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-17T13:56:50.000","2015-01-07T13:56:50.000","HILLEN","14-00938360","MD","CLOSED","2014-12-22T18:42:32.000","2014-12-17T14:26:26.000","21218","UPDATED",-76.588685,39.337966
"Dispatch Work Crew","510 S MONROE ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-21T15:10:46.000","2015-03-14T15:10:46.000","CARROLLTON RIDGE","15-00130486","MD","CLOSED","2015-04-27T11:35:59.000","2015-02-24T11:24:00.000","21223",NA,-76.646979,39.281265
"Dispatch Work Crew","2612 N LONGWOOD ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-30T18:50:31.000","2014-11-20T18:50:31.000","HANLON-LONGWOOD","14-00817406","MD","CLOSED","2014-12-15T11:32:55.000","2014-10-31T11:23:00.000","21216",NA,-76.668472,39.316502
"Cityworks SR Comments","E 33RD ST & HILLEN RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-29T09:23:33.000","2015-01-19T09:23:33.000","COLDSTREAM HOMESTEAD MONTEBELLO","14-00961790","MD","CLOSED","2014-12-29T19:16:41.000","2014-12-29T11:14:38.000","21218","UPDATED",-97.4291472,35.6237229
"Dispatch Work Crew","918  CHAUNCEY AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-16T22:13:13.000","2015-04-06T22:13:13.000","RESERVOIR HILL","15-00209129","MD","CLOSED","2015-05-13T12:14:12.000","2015-03-18T11:38:00.000","21217",NA,-76.636908,39.315181
"Dispatch Work Crew","4125  KINSWAY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-24T19:29:09.000","2015-05-15T19:29:09.000","GLENHAM-BELFORD","15-00323433","MD","CLOSED","2015-06-08T17:34:27.000","2015-04-28T17:49:00.000","21206",NA,-76.543704,39.34428
"Cityworks SR Comments","E 35TH ST & THE ALAMEDA, BALTIMORE, MD,","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-08-04T10:21:32.000","2015-08-25T10:21:32.000","EDNOR GARDENS-LAKESIDE","15-00615814","MD","NEW","2015-08-04T18:49:17.000","2015-08-04T10:34:40.000","21218","UPDATED",-93.2422906,44.9395361
"Cityworks SR Comments","SAINT PAUL ST & E NORTH AVE, BALTIMORE,",NA,"BGESLPIN","BGE-StLight Pole Installation","2015-07-20T16:59:07.000","2015-08-10T16:59:07.000","GREENMOUNT WEST","15-00570923","MD","O-WIP","2015-07-30T13:37:06.000","2015-07-20T17:13:46.000",NA,"UPDATED",-90.741793,38.8614405
"Cityworks SR Comments","3420  MAYFIELD AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-16T16:39:53.000","2014-10-07T16:39:53.000","BELAIR-EDISON","14-00699227","MD","CLOSED","2014-10-17T13:09:33.000","2014-09-16T17:23:57.000","21213","UPDATED",-76.569394,39.319905
"Cityworks SR Comments","1715  INGRAM RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-17T18:46:38.000","2014-11-07T18:46:38.000","PERRING LOCH","14-00784012","MD","CLOSED","2014-12-04T12:08:29.000","2014-10-17T19:11:41.000","21239","UPDATED",-76.5834847,39.3508425
"Cityworks SR Comments","601 S DECKER AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-28T13:27:31.000","2015-07-19T13:27:31.000","CANTON","15-00504999","MD","CLOSED","2015-07-30T12:40:10.000","2015-06-28T13:43:36.000","21224","UPDATED",-76.5733588,39.2852378
"Dispatch Work Crew","LIBERTY HEIGHTS AVE &W NORTHERN PKWY","BALTIMORE COUNTY","BGESLPIN","BGE-StLight Pole Installation","2014-11-14T18:09:25.000","2014-12-05T18:09:25.000","GROVE PARK","14-00861234","MD","CLOSED","2015-01-08T11:39:28.000","2014-11-18T11:39:00.000","21207",NA,-76.6824045,39.3273606
"Dispatch Work Crew","1300 E PATAPSCO AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-23T15:59:46.000","2014-11-13T15:59:46.000","FAIRFIELD AREA","14-00799008","MD","CLOSED","2015-01-23T17:43:04.000","2014-10-27T11:41:00.000","21225",NA,-76.5923078,39.2332407
"Cityworks SR Comments","1300 E 33RD ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-01T10:29:41.000","2014-12-22T10:29:41.000","EDNOR GARDENS-LAKESIDE","14-00898484","MD","CLOSED","2014-12-02T11:16:13.000","2014-12-01T11:09:24.000","21218","UPDATED",-76.597662,39.328732
"Cityworks SR Comments","GREENMOUNT AVE &E 28TH ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-10T04:27:06.000","2015-05-01T04:27:06.000","BETTER WAVERLY","15-00279734","MD","CLOSED","2015-05-28T12:55:06.000","2015-04-10T04:39:41.000","21218","UPDATED",-76.6094637,39.3189114
"Dispatch Work Crew","1400 N FULTON AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-23T21:00:02.000","2015-07-14T21:00:02.000","SANDTOWN-WINCHESTER","15-00490779","MD","CLOSED","2015-07-16T12:01:23.000","2015-06-25T12:39:00.000","21217",NA,-76.6463586,39.3042946
"Cityworks SR Comments","1400  BONSAL ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-24T13:32:51.000","2015-02-14T13:32:51.000","MEDFORD","15-00054490","MD","CLOSED","2015-02-10T12:03:14.000","2015-01-24T13:54:46.000","21224","UPDATED",-76.5449307,39.2777335
NA,"532 E 25TH ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-21T12:17:00.000","2014-11-11T12:17:00.000","EAST BALTIMORE MIDWAY","14-00791382","MD","CLOSED","2014-10-29T11:36:22.000",NA,"21218",NA,-76.607372,39.318934
"Dispatch Work Crew","PARKSLEY AVE & STRICKLAND ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-29T17:50:24.000","2015-04-19T17:50:24.000","GWYNNS FALLS","15-00247207","MD","CLOSED","2015-04-17T13:01:31.000","2015-03-31T11:55:00.000","21223",NA,-76.6656759,39.2774997
"Cityworks SR Comments","5414  TRAMORE RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-10T17:40:14.000","2014-08-31T17:40:14.000","HARFORD-ECHODALE/PERRING PARKWAY","14-00597078","MD","CLOSED","2014-10-03T13:23:01.000","2014-08-10T18:23:17.000","21214","UPDATED",-76.56766,39.355722
"Cityworks SR Comments","ORLEANS ST &N CURLEY ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-19T17:37:33.000","2015-01-09T17:37:33.000","ELLWOOD PARK/MONUMENT","14-00945664","MD","CLOSED","2014-12-23T11:29:17.000","2014-12-19T18:56:16.000","21224","UPDATED",-76.5939633,39.2952793
"Dispatch Work Crew","1425 W 37TH ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-01T19:44:51.000","2014-09-22T19:44:51.000","HAMPDEN","14-00657324","MD","CLOSED","2014-10-14T19:02:29.000","2014-10-14T19:02:00.000","21211",NA,-76.639203,39.331607
"Cityworks SR Comments","2501  FLEET ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-09T09:57:48.000","2015-03-02T09:57:48.000","CANTON","15-00090650","MD","CLOSED","2015-02-10T11:56:56.000","2015-02-09T10:21:32.000","21224","UPDATED",-76.5812672,39.2848831
"Cityworks SR Comments","5409  HAMLET AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-18T14:33:51.000","2014-12-09T14:33:51.000","HARFORD-ECHODALE/PERRING PARKWAY","14-00869070","MD","CLOSED","2014-12-30T12:53:33.000","2014-11-18T14:58:40.000","21214","UPDATED",-76.565262,39.354954
"Cityworks SR Comments","2612  ERDMAN AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-19T15:16:12.000","2014-10-10T15:16:12.000","CLIFTON PARK","14-00709128","MD","CLOSED","2014-09-23T12:48:54.000","2014-09-19T16:00:53.000","21213","UPDATED",-76.577417,39.324221
"Dispatch Work Crew","614  LAURENS ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-13T17:21:14.000","2015-05-04T17:21:14.000","UPTON","15-00287949","MD","CLOSED","2015-05-13T12:11:32.000","2015-04-14T11:40:00.000","21217",NA,-76.6362163,39.3040849
"Cityworks SR Comments","1300 N BROADWAY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-06T19:48:56.000","2015-04-27T19:48:56.000","OLIVER","15-00268773","MD","CLOSED","2015-05-22T11:56:39.000","2015-04-06T22:27:01.000","21213","UPDATED",-76.595091,39.305442
"Dispatch Work Crew","N HILTON ST &N KOSSUTH ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-25T16:24:37.000","2015-04-15T16:24:37.000","CARROLL-SOUTH HILTON","15-00236380","MD","CLOSED","2015-03-27T18:30:55.000","2015-03-27T18:30:00.000","21229",NA,-76.6726637,39.3142125
"Dispatch Work Crew","W SARATOGA ST &N SCHROEDER ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-24T17:21:50.000","2015-04-14T17:21:50.000","POPPLETON","15-00233052","MD","CLOSED","2015-03-26T18:59:12.000","2015-03-26T18:58:00.000","21223",NA,NA,NA
"Dispatch Work Crew","WILKENS AVE & HURLEY AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-11-24T22:35:28.000","2014-12-15T22:35:28.000","GWYNNS FALLS","14-00885117","MD","CLOSED","2015-01-16T11:32:53.000","2014-11-26T11:39:00.000","21223",NA,-76.6587005,39.2780873
NA,"5025  MIDWOOD AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-16T18:58:57.000","2015-04-06T18:58:57.000","KENILWORTH PARK","15-00208265","MD","CLOSED","2015-04-01T11:56:15.000",NA,"21212",NA,-76.603348,39.349381
"Dispatch Work Crew","FALLSTAFF RD & WESTBROOK RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-22T23:50:14.000","2014-11-12T23:50:14.000","CROSS COUNTRY","14-00797096","MD","CLOSED","2014-12-09T12:50:33.000","2014-10-24T11:55:00.000","21215",NA,-76.7008993,39.3666697
"Dispatch Work Crew","2573  SOUTHDENE AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-25T10:52:52.000","2014-11-15T10:52:52.000","LAKELAND","14-00803412","MD","CLOSED","2014-11-10T13:01:05.000","2014-11-10T13:00:00.000","21230",NA,-76.647604,39.254012
"Dispatch Work Crew","600 N LONGWOOD ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-02T16:05:43.000","2014-11-23T16:05:43.000","FRANKLINTOWN ROAD","14-00824357","MD","CLOSED","2015-01-15T12:17:06.000","2014-11-05T11:29:00.000","21216",NA,-76.6667309,39.2944021
"Dispatch Work Crew","N WARWICK AVE & GWYNNS FALLS PKWY, BALTI",NA,"BGESLPIN","BGE-StLight Pole Installation","2015-07-28T13:03:02.000","2015-08-18T13:03:02.000","MONDAWMIN","15-00595783","MD","CLOSED","2015-07-29T19:09:02.000","2015-07-29T19:08:00.000",NA,NA,-87.5110472,41.6828379
"Dispatch Work Crew","1500 W BALTIMORE ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-30T14:46:35.000","2014-11-20T14:46:35.000","FRANKLIN SQUARE","14-00816102","MD","CLOSED","2015-07-16T12:09:54.000","2014-11-03T11:43:00.000","21223",NA,-76.641132,39.288647
NA,"3600  HILLEN RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-06T19:09:23.000","2014-08-27T19:09:23.000","EDNOR GARDENS-LAKESIDE","14-00587099","MD","CLOSED","2014-09-04T11:38:37.000",NA,"21218",NA,-76.588591,39.3359533
"Dispatch Work Crew","5502  ROBINWOOD AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-24T13:22:48.000","2015-05-15T13:22:48.000","HOWARD PARK","15-00321749","MD","CLOSED","2015-04-28T18:36:16.000","2015-04-28T18:36:00.000","21207",NA,-76.70751,39.3270051
"Cityworks SR Comments","S FAGLEY ST & FOSTER AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-03T18:32:26.000","2015-01-24T18:32:26.000","BREWERS HILL","15-00004209","MD","CLOSED","2015-01-07T12:52:01.000","2015-01-03T19:20:19.000","21224","UPDATED",-76.5642101,39.2857104
"Cityworks SR Comments","3800 E NORTHERN PKWY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-10T13:14:51.000","2014-12-31T13:14:51.000","OVERLEA","14-00922936","MD","CLOSED","2014-12-12T19:02:53.000","2014-12-10T14:15:57.000","21206","UPDATED",-76.535019,39.358204
"Cityworks SR Comments","1700 N PATTERSON PARK AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-30T13:00:40.000","2014-11-20T13:00:40.000","BROADWAY EAST","14-00815619","MD","CLOSED","2014-12-15T11:34:03.000","2014-10-30T13:25:12.000","21213","UPDATED",-76.5858273,39.3099401
"Cityworks SR Comments","1020 N LUZERNE AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-01-30T17:15:10.000","2015-02-20T17:15:10.000","BIDDLE STREET","15-00070166","MD","CLOSED","2015-03-25T13:14:09.000","2015-01-30T18:57:58.000","21205","UPDATED",-76.58144,39.302705
"Cityworks SR Comments","2700  SAINT LO DR","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-20T00:16:44.000","2015-07-11T00:16:44.000","CLIFTON PARK","15-00481121","MD","CLOSED","2015-07-15T11:43:25.000","2015-06-23T20:30:23.000","21213","UPDATED",-76.5871623,39.3187818
"Dispatch Work Crew","WABASH AVE & PATTERSON AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-12T08:54:22.000","2015-03-05T08:54:22.000","SETON BUSINESS PARK","15-00100401","MD","CLOSED","2015-02-13T18:24:27.000","2015-02-13T18:24:00.000","21215",NA,-87.3133604,39.4833563
"Cityworks SR Comments","2851  KENTUCKY AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-09-29T11:37:14.000","2014-10-20T11:37:14.000","BELAIR-EDISON","14-00731791","MD","CLOSED","2014-11-13T12:06:45.000","2014-09-29T12:08:40.000","21213","UPDATED",-76.5718885,39.3242784
"Cityworks SR Comments","1312  NORTHVIEW RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-19T21:13:30.000","2015-04-09T21:13:30.000","ORIGINAL NORTHWOOD","15-00220986","MD","CLOSED","2015-04-24T13:05:44.000","2015-03-20T00:57:35.000","21218","UPDATED",-76.596297,39.342764
"Dispatch Work Crew","1201  WELDON AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-02-23T11:24:24.000","2015-03-16T11:24:24.000","MEDFIELD","15-00135306","MD","CLOSED","2015-05-08T11:39:19.000","2015-02-25T11:29:00.000","21211",NA,-76.638207,39.33798
"Dispatch Work Crew","2948  GARRISON BLVD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-11T16:55:11.000","2014-12-02T16:55:11.000","FOREST PARK","14-00851460","MD","CLOSED","2014-11-26T11:24:11.000","2014-11-13T18:41:00.000","21216",NA,-76.6789783,39.3216692
"Cityworks SR Comments","5424  SPRINGLAKE WAY","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-03T19:07:22.000","2015-04-24T19:07:22.000","HOMELAND","15-00263272","MD","CLOSED","2015-04-27T11:34:08.000","2015-04-03T21:52:32.000","21212","UPDATED",-76.617874,39.362867
NA,"3827  LOCH RAVEN BLVD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-17T19:09:18.000","2015-04-07T19:09:18.000","EDNOR GARDENS-LAKESIDE","15-00213238","MD","CLOSED","2015-04-01T11:54:32.000",NA,"21218",NA,-76.593931,39.335438
"Dispatch Work Crew","4200 E MONUMENT ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-09-09T11:53:19.000","2014-09-30T11:53:19.000","ORANGEVILLE","14-00677904","MD","CLOSED","2014-10-09T13:19:26.000","2014-10-09T13:19:00.000",NA,NA,-76.5619673,39.2998257
"Dispatch Work Crew","5508  CRAIG AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-09T19:29:41.000","2014-12-30T19:29:41.000","MID-GOVANS","14-00921790","MD","CLOSED","2015-01-02T12:09:10.000","2015-01-02T12:00:00.000","21212",NA,-76.606272,39.35731
NA,"1001  ALICEANNA ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-10T17:32:12.000","2015-03-31T17:32:12.000","INNER HARBOR","15-00187272","MD","CLOSED","2015-04-02T12:52:58.000",NA,"21202",NA,-76.5998395,39.2830924
NA,"1730  INGRAM RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-21T19:09:50.000","2014-11-11T19:09:50.000","PERRING LOCH","14-00793718","MD","CLOSED","2014-12-04T12:07:50.000",NA,"21239",NA,-76.5827903,39.3510465
"Cityworks SR Comments","2851  KENTUCKY AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-06T12:33:29.000","2015-04-27T12:33:29.000","BELAIR-EDISON","15-00266368","MD","CLOSED","2015-04-21T18:47:22.000","2015-04-16T19:25:30.000","21213","UPDATED",-76.5718885,39.3242784
NA,"415  WINGATE RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-10T17:36:16.000","2014-12-01T17:36:16.000","KESWICK","14-00848794","MD","CLOSED","2014-12-30T12:54:25.000",NA,"21210",NA,-76.627966,39.343302
"Cityworks SR Comments","4316  SAINT PAUL ST","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-08T22:37:56.000","2014-10-29T22:37:56.000","GUILFORD","14-00760941","MD","CLOSED","2014-10-21T13:10:14.000","2014-10-08T23:31:35.000","21218","UPDATED",-76.621292,39.342455
"Dispatch Work Crew","1418  MADISON AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-06-09T02:49:48.000","2015-06-30T02:49:48.000","MADISON PARK","15-00446774","MD","CLOSED","2015-07-29T11:28:25.000","2015-06-26T11:23:00.000","21217",NA,-76.6288288,39.3042
"Cityworks SR Comments","N GAY ST & ORLEANS ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-30T02:35:58.000","2015-06-20T02:35:58.000","JONESTOWN","15-00422150","MD","CLOSED","2015-06-24T17:24:44.000","2015-06-03T13:19:57.000","21202","UPDATED",-76.5897917,39.3076816
"Dispatch Work Crew","1100 W SARATOGA ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-20T13:31:50.000","2015-06-10T13:31:50.000","POPPLETON","15-00395195","MD","CLOSED","2015-05-29T12:45:58.000","2015-05-26T11:19:00.000","21223",NA,-76.635645,39.292554
"Dispatch Work Crew","2100  WASHINGTON BLVD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-27T21:40:04.000","2014-09-17T21:40:04.000","CARROLL PARK","14-00647835","MD","CLOSED","2014-09-02T12:13:20.000","2014-09-02T12:12:00.000","21230",NA,-76.647487,39.275039
"Cityworks SR Comments","WALTHER AVE & BAYONNE AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-09-09T02:45:27.000","2014-09-30T02:45:27.000","GLENHAM-BELFORD","14-00677569","MD","CLOSED","2014-09-09T13:01:49.000","2014-09-09T12:34:58.000",NA,"UPDATED",-76.5555633,39.3464895
"Dispatch Work Crew","3000  HARLEM AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-12-04T17:59:00.000","2014-12-25T17:59:00.000","FRANKLINTOWN ROAD","14-00910296","MD","CLOSED","2014-12-11T13:50:03.000","2014-12-11T13:49:00.000","21216",NA,-76.666925,39.296014
"Dispatch Work Crew","1723  BELT ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-20T11:58:59.000","2015-05-11T11:58:59.000","RIVERSIDE","15-00306933","MD","CLOSED","2015-04-29T18:37:23.000","2015-04-29T12:11:00.000","21230",NA,-76.6054693,39.2703194
"Dispatch Work Crew","3900  HILTON RD","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-08-05T21:52:13.000","2014-08-26T21:52:13.000","EAST ARLINGTON","14-00584010","MD","CLOSED","2014-09-17T12:07:36.000","2014-08-07T11:54:00.000","21215",NA,-76.6687029,39.3297572
"Cityworks SR Comments","500 E 21ST ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-02T12:48:42.000","2015-03-23T12:48:42.000","EAST BALTIMORE MIDWAY","15-00158935","MD","CLOSED","2015-05-07T11:27:57.000","2015-03-02T15:12:32.000","21218","UPDATED",-76.6093731,39.3136948
"Cityworks SR Comments","1704 N PATTERSON PARK AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-11-05T21:43:16.000","2014-11-26T21:43:16.000","BROADWAY EAST","14-00836060","MD","CLOSED","2014-11-10T11:58:24.000","2014-11-05T22:30:11.000","21213","UPDATED",-76.5858296,39.3099766
"Dispatch Work Crew","2609  HUNTINGDON AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-20T17:52:29.000","2014-11-10T17:52:29.000","REMINGTON","14-00789855","MD","CLOSED","2015-07-16T12:04:23.000","2014-10-20T17:55:00.000","21211",NA,-76.621154,39.319132
"Cityworks SR Comments","GREENWAY & WENDOVER RD","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-04-14T17:29:53.000","2015-05-05T17:29:53.000","GUILFORD","15-00291811","MD","CLOSED","2015-05-26T11:44:48.000","2015-04-14T17:44:13.000","21218","UPDATED",-76.9599852,38.8835718
"Cityworks SR Comments","4300 E MONUMENT ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2014-09-09T09:36:51.000","2014-09-30T09:36:51.000","ORANGEVILLE","14-00677597","MD","CLOSED","2014-09-16T13:41:04.000","2014-09-10T18:48:29.000","21205","UPDATED",-76.5610389,39.300064
"Dispatch Work Crew","2100  BRYANT AVE","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-03-21T19:34:23.000","2015-04-11T19:34:23.000","MONDAWMIN","15-00226035","MD","CLOSED","2015-03-25T18:13:33.000","2015-03-25T18:13:00.000","21217",NA,-76.650676,39.315874
"Cityworks SR Comments","4300  FENWICK AVE","BALTIMORE CITY","BGESLPIN","BGE-StLight Pole Installation","2014-10-15T13:22:25.000","2014-11-05T13:22:25.000","HILLEN","14-00776278","MD","CLOSED","2014-12-08T12:10:30.000","2014-10-15T14:14:15.000","21218","UPDATED",-76.5894796,39.3427575
"Cityworks SR Comments","BANK ST &S CHESTER ST","BALTIMORE","BGESLPIN","BGE-StLight Pole Installation","2015-05-27T15:42:47.000","2015-06-17T15:42:47.000","UPPER FELLS POINT","15-00412636","MD","CLOSED","2015-05-29T18:05:20.000","2015-05-27T15:53:16.000","21231","UPDATED",-72.244986,43.6436493
"Dispatch Work Crew","N HILTON ST & EDMONDSON AVE, BALTIMORE,",NA,"BGESLPIN","BGE-StLight Pole Installation","2015-07-02T23:32:02.000","2015-07-23T23:32:02.000","EDMONDSON VILLAGE","15-00522225","MD","CLOSED","2015-07-07T18:38:42.000","2015-07-07T18:37:00.000",NA,NA,-76.6726637,39.3142125
